TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
analysis of gammadelta+ t cells in peripheral blood of children with perinatal human immunodeficiency virus (hiv) infection,Kozbor D,10.1007/BF00919972,1993,NR,,,
a prospective analysis of viral immune escape in the chronic phase of the subtype c hiv-1 infections of india,Sharma S,,2012,NR,,,
a randomized controlled trial of health information exchange between human immunodeficiency virus institutions,Proeschold-Bell RJ,10.1097/PHH.0b013e3181df78b9,2010,NR,,,
a single hiv-1 cluster and a skewed immune homeostasis drive the early spread of hiv among resting cd4+ cell subsets within one month post-infection,Bacchus C,10.1371/journal.pone.0064219,2013,NR,,,
"genetic characterization and recombinant history of a novel hiv-1 circulating recombinant form (crf101_01b) identified in yunnan, china",Zhang C,10.1016/j.meegid.2019.04.024,2019,NR,,,
"identification of two novel hiv-1 second-generation recombinant forms (crf01_ae/07_bc) in shaanxi, china",Zhang M,10.1089/AID.2018.0137,2019,NR,,,
a signature in hiv-1 envelope leader peptide associated with transition from acute to chronic infection impacts envelope processing and infectivity,Asmal M,10.1371/journal.pone.0023673,2011,NR,,,
"analysis of genetic heterogeneity, antigenicity, and biological characteristics of hiv-1 in a maternal transmitter and nontransmitter patient pair",Ayyavoo V,,1996,NR,,,
molecular mechanisms of hiv type 1 prophylaxis failure revealed by single-genome sequencing,Li H,10.1093/infdis/jit485,2013,NR,,,
analysis of hiv subtype and the phylogenetic tree in hiv-positive samples from saudi arabia,Alzahrani AJ,,2008,NR,,,
a single early introduction of hiv-1 subtype b into central america accounts for most current cases,Murillo W,10.1128/JVI.01602-12,2013,NR,,,
a single mutation turns a non-binding germline-like predecessor of broadly neutralizing antibody into a binding antibody to hiv-1 envelope glycoproteins,Yuan T,,2011,NR,,,
a specific subtype c of human immunodeficiency virus type 1 circulates in brazil,Soares MA,,2003,NR,,,
analysis of hiv transmission in the russian federation,Kireev DE,,2014,NR,,,
analysis of hiv type 1 bf recombinant sequences from south america dates the origin of crf12_bf to a recombination event in the 1970s,Dilernia,,2011,NR,,,
"analysis of hiv-1 diversity, primary drug resistance and transmission networks in croatia",Oroz M,10.1038/s41598-019-53520-8,2019,NR,,,
aberrant life cycle of human immunodeficiency virus type 1 crf15_01b-like clinical isolates from thailand in human cd4+ t-cell lines,Warachit J,10.1016/j.micinf.2007.01.003,2007,NR,,,
display of the hiv envelope protein at the yeast cell surface for immunogen development,Mathew E,10.1371/journal.pone.0205756,2018,NR,,,
"analysis of hiv-1 protease gene reveals frequent multiple infections followed by recombination among drug treated individuals living in sao paulo and santos, brazil",Nunes ER,10.1371/journal.pone.0084066,2014,NR,,,
cross-reactive cd8 t-cell responses elicited by adenovirus type 5-based hiv-1 vaccines contributed to early viral evolution in vaccine recipients who became infected,Boppana S,10.1128/JVI.01632-19,2020,NR,,,
a single residue within the v5 region of hiv-1 envelope facilitates viral escape from the broadly neutralizing monoclonal antibody vrc01,Guo D,10.1074/jbc.M112.399402,2012,NR,,,
a small fraction of proviruses in expanded clones express unspliced hiv rna in vivo,Musick A,,2017,NR,,,
increased predominance of hiv-1 crf01_ae and its recombinants in the philippines,Chen Y,10.1099/jgv.0.001198,2019,NR,,,
analysis of length variation in the v1-v2 region of env in nonsubtype b hiv type 1 from uganda,Klevytska AM,10.1089/08892220260139530,2002,NR,,,
analysis of nearly full-genome hiv-1 sequences from uganda: results from pangea-hiv,Yebra G,,2017,NR,,,
determining 3'-termini and sequences of nascent single-stranded viral dna molecules during hiv-1 reverse transcription in infected cells,Pollpeter D,10.3791/58715,2019,NR,,,
within-patient mutation frequencies reveal fitness costs of cpg dinucleotides and drastic amino acid changes in hiv,Theys K,10.1371/journal.pgen.1007420,2018,NR,,,
ultradeep single-molecule real-time sequencing of hiv envelope reveals complete compartmentalization of highly macrophage-tropic r5 proviral variants in brain and cxcr4-using variants in immune and peripheral tissues,Brese RL,10.1007/s13365-018-0633-5,2018,NR,,,
distribution of cell envelope proteinases genes among polish strains of lactobacillus helveticus,Skrzypczak KW,10.21307/pjm-2018-026,2018,NR,,,
a step forward understanding hiv-1 diversity,Smyth RP,10.1186/s12977-016-0259-8,2016,NR,,,
analysis of protease and reverse transcriptase genes of hiv for antiretroviral drug resistance in jamaican adults,Hamilton,10.1089/aid.2011.0312,2012,NR,,,
analysis of reverse transcriptase and protease genes of hiv for antiretroviral drug resistance in treatment-exposed jamaican pediatrics,Ramkissoon AP,10.1089/aid.2015.0122,2015,NR,,,
functional characterization and nmr spectroscopy on full-length vpu from hiv-1 prepared by total chemical synthesis,Kochendoerfer GG,,2004,NR,,,
analysis of sequence diversity at the highly polymorphic cpgp40/15 locus among cryptosporidium isolates from human immunodeficiency virus-infected children in south africa,Leav BA,,2002,NR,,,
a stochastic model for expected time to cross the antigenic diversity threshold of hiv infected under correlated intercontact times,Kannan,,2013,NR,,,
analysis of sequence diversity in hypervariable regions of the external glycoprotein of human immunodeficiency virus type 1,Simmonds P,,1990,NR,,,
a strongly selected mutation in the hiv-1 genome is independent of t cell responses and neutralizing antibodies,Liu D,10.1186/s12977-017-0371-4,2017,NR,,,
a study of hiv-1 genetic diversity in the czech republic: 1986-2007,Linka M,,2008,NR,,,
activation and inactivation of primary human immunodeficiency virus envelope glycoprotein trimers by cd4-mimetic compounds,Madani N,10.1128/JVI.01880-16,2017,NR,,,
analysis of the diversity of the hiv-1 pol gene and drug resistance associated changes among drug-naive patients in burkina faso,Tebit DM,10.1002/jmv.21600,2009,NR,,,
analysis of the env gene variability of the idu-a hiv-1 variant in the outbreak of the hiv infection epidemic in perm region of russia (1996-2011),Lebedev AV,,2016,NR,,,
dimethyl adenosine transferase (ksga) contributes to cell-envelope fitness in salmonella enteritidis,Chiok KL,10.1016/j.micres.2018.08.009,2018,NR,,,
analysis of the origin and evolutionary history of hiv-1 crf28_bf and crf29_bf reveals a decreasing prevalence in the aids epidemic of brazil,Ristic N,10.1371/journal.pone.0017485,2011,NR,,,
a universal approach to optimize the folding and stability of prefusion-closed hiv-1 envelope trimers,Rutten L,10.1016/j.celrep.2018.03.061,2018,NR,,,
analysis of the respiratory microbiome using bronchoalveolar lavage from hiv-infected and uninfected subjects,Twigg HL,,2010,NR,,,
acute coronary thrombosis and multiple coronary aneurysms in a 22-year-old man with the human immunodeficiency virus,Ayers J,10.14503/THIJ-13-3160,2014,NR,,,
an african perspective on mucosal immunity and hiv-1,Pala P,10.1038/mi.2009.23,2009,NR,,,
analysis of transmitted hiv-1 drug resistance using 454 ultra-deep-sequencing and the deepchek( r)-hiv system,Garcia-Diaz A,10.7448/IAS.17.4.19752,2014,NR,,,
a universal car-nk cell targeting various epitopes of hiv-1 gp160,Lim RM,10.1021/acschembio.0c00537,2020,NR,,,
a yeast recombination-based cloning system to produce chimeric hiv-1 viruses and express hiv-1 genes,Moore DM,,2005,NR,,,
a5340: brief ati does not alter the size or composition of the latent hiv-1 reservoir,Bar KJ,,2018,NR,,,
ability of hiv-1 nef to downregulate cd4 and hla class i differs among viral subtypes,Mann JK,10.1186/1742-4690-10-100,2013,NR,,,
absence of genetic diversity reduction in the hiv-1 integrated proviral ltr sequence population during successful combination therapy,Ibanez,10.1006/viro.2000.0840,2001,NR,,,
chemical library and structure-activity relationships of 11-demethyl-12-oxo calanolide a analogues as anti-hiv-1 agents,Ma T,10.1021/jm701405p,2008,NR,,,
absence of hiv-1 evolution in the gut-associated lymphoid tissue from patients on combination antiviral therapy initiated during primary infection,Evering TH,10.1371/journal.ppat.1002506,2012,NR,,,
ancestral sequences from an elite neutralizer proximal to the development of neutralization resistance as a potential source of hiv vaccine immunogens,Mesa KA,10.1371/journal.pone.0213409,2019,NR,,,
abstinence-only programs for hiv infection prevention in high-income countries,Underhill K,10.1002/14651858.CD005421.pub2,2007,NR,,,
anthropology and hiv /aids prevention in kenya new ways of cooperation,Nyamwaya DO,,1993,NR,,,
"anthropology, hiv and contingent identities",Gatter PN,10.1016/0277-9536%2895%2900027-5,1995,NR,,,
"anti-cd4 monoclonal antibody ibalizumab exhibits breadth and potency against hiv-1, with natural resistance mediated by the loss of a v5 glycan in envelope",Pace CS,10.1097/QAI.0b013e3182732746,2013,NR,,,
click labeling of unnatural sugars metabolically incorporated into viral envelope glycoproteins enables visualization of single particle fusion,Oum YH,10.1016/j.jviromet.2016.02.016,2016,NR,,,
anti-human immunodeficiency virus (anti-hiv) natural products with special emphasis on hiv reverse transcriptase inhibitors,Ng TB,10.1016/S0024-3205%2897%2900245-2,1997,NR,,,
analysis of neutralization specificities in polyclonal sera derived from human immunodeficiency virus type 1-infected individuals,Li Y,10.1128/JVI.01992-08,2009,NR,,,
antibodies of hiv-1 positive subjects and experimentally immunized primates and rodents bind to sequence divergent regions of the third variable domain (v3) of gp120,Boudet F,,1992,NR,,,
antibodies reactive with hiv-1 antigens in systemic lupus erythematosus,Gul A,,1996,NR,,,
analysis of the humoral immune response against the envelope glycoprotein gc of schmallenberg virus reveals a domain located at the amino terminus targeted by mabs with neutralizing activity,Roman-Sosa G,10.1099/jgv.0.000377,2016,NR,,,
antibody responses after analytic treatment interruption in human immunodeficiency virus-1-infected individuals on early initiated antiretroviral therapy,Stephenson KE,10.1093/ofid/ofw100,2016,NR,,,
antigenicity of hiv-derived t helper determinants in the context of carrier recombinant proteins: effect on t helper cell repertoire selection,Manca F,10.1002/eji.1830261029,1996,NR,,,
antimicrobial peptides from amphibian skin potently inhibit human immunodeficiency virus infection and transfer of virus from dendritic cells to t cells,VanCompernolle SE,,2005,NR,,,
anti-human immunodeficiency virus type 1 gene therapy in human central nervous system-based cells: an initial approach against a potential viral reservoir,Mukhtar M,,2000,NR,,,
acceptability of cell and gene therapy for curing hiv infection among people living with hiv in the northwestern united states: a qualitative study,Dube K,10.1089/AID.2019.0021,2019,NR,,,
antiretroviral (hiv-1) activity of azulene derivatives,Peet J,10.1016/j.bmc.2016.02.038,2016,NR,,,
access to services for hiv prevention in men in long-distance drivers guatemala 2012 - 2013,Arambu NJ,10.1136/sextrans-2013-051184.0891,2013,NR,,,
antiretroviral drug resistance in a respondent-driven sample of hiv-infected men who have sex with men in brazil,Bermudez-Aza EH,10.1097/QAI.0b013e31821e9c36,2011,NR,,,
accuracy of hiv risk perceptions among episodic substance-using men who have sex with men,Hall GC,10.1007/s10461-017-1935-y,2018,NR,,,
accurate sampling and deep sequencing of the hiv-1 protease gene using a primer id,Jabara CB,10.1073/pnas.1110064108,2011,NR,,,
antiretroviral drug resistance in pregnant women living with hiv in england and wales: preliminary results from the matching of three national hiv surveillance databases,Byrne L,10.1111/hiv.12264,2015,NR,,,
accurately measuring recombination between closely related hiv-1 genomes,Schlub TE,10.1371/journal.pcbi.1000766,2010,NR,,,
achieving scale rapidly in public health: applying business management principles to scale up an hiv prevention program in india,Sgaier SK,10.1016/j.hjdsi.2017.09.002,2018,NR,,,
act research day: communities of practice and community-based knowledge production in the response to hiv,Greenspan NR,,2015,NR,,,
antiretroviral drug resistance mutations among treated and treatment-naive patients in pakistan: diversity of the hiv type 1 pol gene in pakistan,Shah S,10.1089/aid.2010.0324,2011,NR,,,
antiretroviral drug resistance mutations sustain or enhance ctl recognition of common hiv-1 pol epitopes,Mason RD,,2004,NR,,,
antiretroviral dynamics determines hiv evolution and predicts therapy outcome,Rosenbloom DI,,2012,NR,,,
