TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted,,,,
broaching the topic of hiv self-testing with potential sexual partners among men and transgender women who have sex with men in new york and puerto rico,Lentz C,10.1007/s10461-020-02851-z,2020,NR,,0,,,,,
determination of rna structural diversity and its role in hiv-1 rna splicing,Tomezsko PJ,10.1038/s41586-020-2253-5,2020,NR,,0,,,,,
characterization of human respiratory syncytial virus (rsv) isolated from hiv-exposed-uninfected and hiv-unexposed infants in south africa during 2015-2017,Liu H,10.1111/irv.12727,2020,NR,,0,,,,,
characterization of subtypes and transmitted drug resistance strains of hiv among beijing residents between 2001-2016,Ye J,10.1371/journal.pone.0230779,2020,NR,,0,,,,,
characterizing social cohesion and gender identity as risk determinants of hiv among cisgender men who have sex with men and transgender women in cote d'ivoire,Moran,10.1016/j.annepidem.2019.11.003,2020,NR,,0,,,,,
choosing the right program for the identification of hiv-1 transmission networks from nucleotide sequences sampled from different populations,Bbosa N,10.1089/AID.2020.0033,2020,NR,,0,,,,,
challenges for accessing and maintaining good quality of hiv care among men who have sex with men living with hiv in china: a qualitative study with key stakeholders,Li ChunYan,10.1080/09540121.2020.1739210,2020,NR,,0,,,,,
comparison of hiv drug resistance profiles across hiv-1 subtypes a and d for patients receiving a tenofovir-based and zidovudine-based first line regimens in uganda,Ayitewala A,10.1186/s12981-020-0258-7,2020,NR,,0,,,,,
composition of gut microbiota of children and adolescents with perinatal human immunodeficiency virus infection taking antiretroviral therapy in zimbabwe,Flygel TT,10.1093/infdis/jiz473,2020,NR,,0,,,,,
characterization of co-formulated high-concentration broadly neutralizing anti-hiv-1 monoclonal antibodies for subcutaneous administration,Sharma VK,10.3390/antib9030036,2020,NR,,0,,,,,
consensus document on enhancing medication adherence in patients with the human immunodeficiency virus receiving antiretroviral therapy,Morillo-Verdugo R,10.7399/fh.11441,2020,NR,,0,,,,,
characterization of hiv-1 diversity in various compartments at the time of primary infection by ultradeep sequencing,Gaube G,10.1038/s41598-020-59234-6,2020,NR,,0,,,,,
"context, types, and consequences of violence across the life course: a qualitative study of the lived experiences of transgender women living with hiv",Lacombe-Duncan A,10.1177/0886260520935093,2020,NR,,0,,,,,
contribution of transgender sex workers to the complexity of the hiv-1 epidemic in the metropolitan area of milan,Lai A,10.1136/sextrans-2019-054103,2020,NR,,0,,,,,
"characterizing the latent hiv-1 reservoir in patients with viremia suppressed on cart: progress, challenges, and opportunities",Rausch JW,10.2174/1570162X18666191231105438,2020,NR,,0,,,,,
chemical profiling of hiv-1 capsid-targeting antiviral pf74,Wang L,10.1016/j.ejmech.2020.112427,2020,NR,,0,,,,,
cxcr4-using hiv strains predominate in naive and central memory cd4+ t cells in people living with hiv on antiretroviral therapy: implications for how latency is established and maintained,Roche M,10.1128/JVI.01736-19,2020,NR,,0,,,,,
demographic differences in people living with hiv according to recruitment sources: comparison between health-care systems and social media networks,Hsiao Y-H,10.1080/09540121.2019.1668524,2020,NR,,0,,,,,
"development of a new comprehensive hiv-1 genotypic drug resistance assay for all commercially available reverse transcriptase, protease and integrase inhibitors in patients infected with group m hiv-1 strains",Chrysostomou,10.1016/j.meegid.2020.104243,2020,NR,,0,,,,,
compartmentalization and clonal amplification of hiv-1 in the male genital tract characterized using next-generation sequencing,Kariuki SM,10.1128/JVI.00229-20,2020,NR,,0,,,,,
different and diverse anaerobic microbiota were seen in women living with hiv with unsuppressed hiv viral load and in women with recurrent bacterial vaginosis: a cohort study,Elwood C,10.1111/1471-0528.15930,2020,NR,,0,,,,,
direct binding of polymeric gbp1 to lps disrupts bacterial cell envelope functions,Kutsch M,10.15252/embj.2020104926,2020,NR,,0,,,,,
diversity and function of maternal hiv-1-specific antibodies at the time of vertical transmission,Doepker LE,10.1128/JVI.01594-19,2020,NR,,0,,,,,
drug-resistance mutation frequency of sga-derived hiv-1 polymerase genomes in the csf and plasma of hiv-1-infected individuals under non-suppressive therapy,St Bernard L,10.1128/JVI.01824-19,2020,NR,,0,,,,,
dynamics of hiv dna reservoir seeding in a cohort of superinfected kenyan women,Pankau MD,10.1371/journal.ppat.1008286,2020,NR,,0,,,,,
earlier treatment initiation is associated with a decreased number of hiv-1 subtype a1 transmissions in greece,Kostaki EG,10.1136/sextrans-2020-054509,2020,NR,,0,,,,,
effect of a nutritional intervention on the intestinal microbiota of vertically hiv-infected children: the pediabiota study,Sainz T,10.3390/nu12072112,2020,NR,,0,,,,,
effect of synaptic cell-to-cell transmission and recombination on the evolution of double mutants in hiv,Kreger J,10.1098/rsif.2019.0832,2020,NR,,0,,,,,
defective hiv-1 envelope gene promotes the evolution of the infectious strain through recombination in vitro,Wei H,10.1186/s12879-020-05288-w,2020,NR,,0,,,,,
effectiveness of a mobile antiretroviral pharmacy and hiv care intervention on the continuum of hiv care in rural uganda,Bajunirwe F,10.1080/09540121.2020.1753006,2020,NR,,0,,,,,
deficient uracil base excision repair leads to persistent dump in hiv proviruses during infection of monocytes and macrophages,Meshesha M,10.1371/journal.pone.0235012,2020,NR,,0,,,,,
ending the hiv epidemic in the usa: an economic modelling study in six cities,Nosyk B,10.1016/S2352-3018%2820%2930033-3,2020,NR,,0,,,,,
engineering antibody-based molecules for hiv treatment and cure,Tuyishime M,10.1097/COH.0000000000000640,2020,NR,,0,,,,,
factors associated with human immunodeficiency virus infections linked in genetic clusters but disconnected in partner tracing,Pasquale DK,10.1097/OLQ.0000000000001094,2020,NR,,0,,,,,
enrichment of the airway microbiome in people living with hiv with potential pathogenic bacteria despite antiretroviral therapy,Rofael SAD,10.1016/j.eclinm.2020.100427,2020,NR,,0,,,,,
env diversity-dependent protection of the attenuated equine infectious anaemia virus vaccine,Lin Y,10.1080/22221751.2020.1773323,2020,NR,,0,,,,,
ethnically diverse urban transmission networks of neisseria gonorrhoeae without evidence of hiv serosorting,Dave,10.1136/sextrans-2019-054025,2020,NR,,0,,,,,
evaluation of hiv-1 integrase resistance emergence and evolution in patients treated with integrase inhibitors,Scutari R,10.1016/j.jgar.2019.07.015,2020,NR,,0,,,,,
"genetic diversity of human immunodeficiency virus type 1 in asymptomatic blood donors in islamabad, pakistan",Waheed U,10.1055/s-0040-1716593,2020,NR,,0,,,,,
evidence for hiv-1 cure after ccr5delta32/delta32 allogeneic haemopoietic stem-cell transplantation 30 months post analytical treatment interruption: a case report,Gupta RK,10.1016/S2352-3018(20)30069-2,2020,NR,,0,,,,,
distinct viral reservoirs in individuals with spontaneous control of hiv-1,Jiang C,10.1038/s41586-020-2651-8,2020,NR,,0,,,,,
evolutionary remodelling of the cell envelope in bacteria of the planctomycetes phylum,Mahajan M,10.1093/gbe/evaa159,2020,NR,,0,,,,,
exploring the potency of currently used drugs against hiv-1 protease of subtype d variant by using multiscale simulations,Sk MF,10.1080/07391102.2020.1724196,2020,NR,,0,,,,,
"first detection of a circulating recombinant form of hiv-1 crf01_ae/08_bc (crf105_0108) with drug-resistant mutations in sichuan, china",Dong A,10.1089/AID.2020.0034,2020,NR,,0,,,,,
fulminant central nervous system varicella-zoster virus infection unexpectedly diagnosed by metagenomic next-generation sequencing in an hiv-infected patient: a case report,Fang M,10.1186/s12879-020-4872-8,2020,NR,,0,,,,,
hiv-1 genotype is independently associated with immunodeficiency progression among chinese men who have sex with men: an observational cohort study,Liang Y,10.1111/hiv.12823,2020,NR,,0,,,,,
"efficacy and impact of digital hiv care navigation in young people living with hiv in san francisco, california: prospective study",Arayasirikul S,10.2196/18597,2020,NR,,0,,,,,
"gender-related factors that influence uptake of hiv services in women who inject drugs: a community based qualitative study in st petersburg, russia",King EJ,10.1016/S2214-109X%2820%2930152-2,2020,NR,,0,,,,,
genetic and epigenetic regulation of natural resistance to hiv-1 infection: new approaches to unveil the hesn secret,Fenizia C,10.1080/1744666X.2020.1732820,2020,NR,,0,,,,,
envelope characteristics in individuals who developed neutralizing antibodies targeting different epitopes in hiv-1 subtype c infection,Ndlovu B,10.1016/j.virol.2020.03.003,2020,NR,,0,,,,,
"genetic diversity and drug resistance of hiv-1 crf55_01b in guangdong, china",Yu GuoLong,10.2174/1570162X18666200415140652,2020,NR,,0,,,,,
genetic diversity of hiv in seminal plasma remains higher than in blood after short-term antiretroviral therapy,Lopez Zuniga,10.1136/sextrans-2020-054439,2020,NR,,0,,,,,
"genetic diversity, compartmentalization, and age of hiv proviruses persisting in cd4+ t cell subsets during long-term combination antiretroviral therapy",Jones BR,10.1128/JVI.01786-19,2020,NR,,0,,,,,
genetic transmission networks of hiv-1 crf07_bc strain among hiv-1 infections with virologic failure of art in a minority area of china: a population-based study,Yuan D,10.1186/s12879-020-05347-2,2020,NR,,0,,,,,
"genomic characterization of a novel hiv type 1 strain originating from crf07_bc and crf01_ae by heterosexual transmission in the lingshan prefecture of guangxi province, china",Jiang J,10.1089/aid.2019.0182,2020,NR,,0,,,,,
geographic distribution of hiv transmission networks in the united states,Board AR,10.1097/QAI.0000000000002448,2020,NR,,0,,,,,
high frequency of new recombinant forms in hiv-1 transmission networks demonstrated by full genome sequencing,Hebberecht L,10.1016/j.meegid.2020.104365,2020,NR,,0,,,,,
"high prevalence of hiv-1 drug resistance and dynamics of transmission among high-risk populations in port-au-prince, haiti",Jean Louis F,10.1097/QAI.0000000000002475,2020,NR,,0,,,,,
"hiv risk profile and its socio-demographic correlates among long-distance truckers in west bengal, india: evidence from national hiv sentinel surveillance 2017",Biswas S,10.4103/ijph.IJPH_98_20,2020,NR,,0,,,,,
hiv rna rebound in seminal plasma after antiretroviral treatment interruption,Gianella S,10.1128/JVI.00415-20,2020,NR,,0,,,,,
evaluation of an emergency department and hospital-based data exchange to improve hiv care engagement and viral suppression,Avoundjian,10.1097/OLQ.0000000000001195,2020,NR,,0,,,,,
intersectional stigmas and hiv-related outcomes among a cohort of key populations enrolled in stigma mitigation interventions in senegal,Lyons CE,10.1097/QAD.0000000000002641,2020,NR,,0,,,,,
conformational landscape of non-b variants of hiv-1 protease: a pulsed epr study,Tran TT,10.1016/j.bbrc.2020.08.030,2020,NR,,0,,,,,
identification of a deep intronic polr3a variant causing inclusion of a pseudoexon derived from an alu element in pol iii-related leukodystrophy,Hiraide T,10.1038/s10038-020-0786-y,2020,NR,,0,,,,,
sialylation and fucosylation modulate inflammasome-activating eif2 signaling and microbial translocation during hiv infection,Giron LB,10.1038/s41385-020-0279-5,2020,NR,,0,,,,,
"identification of a novel hiv-1 unique crf01_ae/c recombinant in yan`an city, shaanxi province",Cheng S-W,10.1089/AID.2020.0174,2020,NR,,0,,,,,
hiv postexposure prophylaxis during covid-19,Junejo M,10.1016/S2352-3018%2820%2930146-6,2020,NR,,0,,,,,
exploiting b cell receptor analyses to inform on hiv-1 vaccination strategies,Kreer C,10.3390/vaccines8010013,2020,NR,,0,,,,,
exploring the association between mobility and access to hiv services among female sex workers in zimbabwe,Davey C,10.1007/s10461-019-02559-9,2020,NR,,0,,,,,
medical personnel knowledge and stigmatic attitude toward hiv patients in a high-income country,Shahar E,10.1080/09540121.2020.1734172,2020,NR,,0,,,,,
genetic adjuvants in replicating single-cycle adenovirus vectors amplify systemic and mucosal immune responses against hiv-1 envelope,Matchett WE,10.3390/vaccines8010064,2020,NR,,0,,,,,
hiv-1 drug resistance in art-naive individuals in myanmar,Ye M,10.2147/IDR.S246462,2020,NR,,0,,,,,
near full-length genomic characterization of a novel hiv-1 circulating recombinant form (crf106_cpx) identifified among heterosexuals in china,Zhou J,10.1089/AID.2020.0101,2020,NR,,0,,,,,
positive and negative emotional expression measured from a single written essay about trauma predicts survival 17 years later in people living with hiv,Ironson G,10.1016/j.jpsychores.2020.110166,2020,NR,,0,,,,,
hiv-1 gag mutations alone are sufficient to reduce darunavir susceptibility during virological failure to boosted pi therapy,Blanch-Lombarte O,10.1093/jac/dkaa228,2020,NR,,0,,,,,
adeno-associated viral vector mediated expression of broadly neutralizing antibodies against hiv-hitting a fast-moving target,Sherpa C,10.2174/1570162X18666200210121339,2020,NR,,0,,,,,
"regulation of the er stress response by the ion channel activity of the infectious bronchitis coronavirus envelope protein modulates virion release, apoptosis, viral fitness, and pathogenesis",Li S,10.3389/fmicb.2019.03022,2020,NR,,0,,,,,
